PO Number,Release Number,PO Date,Dept #,Retailers PO,Requested Delivery Date,Delivery Dates,Ship Dates,Cancel Date,Carrier,Carrier Details,Ship To Location,PO Line #,Qty Ordered,Unit of Measure,Unit Price,Buyers Catalog or Stock Keeping #,UPC/EAN,Vendor Style,Retail Price,Product/Item Description,Color,Size,Pack Size,Pack Size UOM,Number of Inner Packs,Number of Pcs per Inner Pack,Store #,Qty per Store #,Record Type,PO purpose,PO Type,Contract Number,Currency,Ship Status,Letter of Credit,Vendor #,Division #,Cust Acct #,Customer Order #,Promo #,Ticket Description,Other Info / #s,Frt Terms,Carrier Service Level,Payment Terms %,Payment Terms Disc Due Date,Payment Terms Disc Days Due,Payment Terms Net Due Date,Payment Terms Net Days,Payment Terms Disc Amt,Payment Terms Desc,Contact Phone,Contact Fax,Contact Email,Allow/Charge Type,Allow/Charge Service,Allow/Charge Amt,Allow/Charge %,Allow/Charge Rate,Allow/Charge Qty,Allow/Charge Desc,Ship To Name,Ship To Address 1,Ship To Address 2,Ship To City,Ship To State,Ship to Zip,Ship To Country,Ship To Contact,Bill To Name,Bill To Address 1,Bill To Address 2,Bill To City,Bill To State,Bill To Zip,Bill To Country,Bill To Contact,Buying Party Name,Buying Party Location,Buying Party Address 1,Buying Party Address 2,Buying Party City,Buying Party State,Buying Party Zip,Buying Party Country,Buying Party Contact,Ultimate Location,Notes/Comments,Ship To Additional Name,Ship To Additional Name 2,Bill To Additional Name,Bill To Additional Name 2,Buyer Additional Name,Buyer Additional Name 2,GTIN,PO Total Amount,PO Total Weight ,PO Total UOM ,Shipping account number,Mark for Name,Mark for Address 1,Mark for Address 2,Mark for City,Mark for State,Mark for Postal,Mark for Country,Shipping Container Code,National Drug Code,Expiration Date,Dist,Scheduled Quantity,Scheduled Qty UOM,Required By Date,Must Arrive By,Entire Shipment,Agreement Number,Additional Vendor Part #,Buyer Part Number,Carrier Details Special Handling,Restrictions/Conditions,Must Route By Date,Vendor Location #,Product Availability Date,EDITxnType,EDIPartnerCode,FactoryName,FactoryCode,FactoryCity,FactoryCountry,Start X-Factory,Last X-Factory,Hangtag,Color Code,Size Code,E-Commerce Indicator,
3218278,,08/13/2025,DAVID GREENSPAN,3218278,,,08/27/2025,,,,0569813430019,,,,,,,,,,,,,,,,,,H,Original,Stand-alone Order,,,,,87209552,,,,, ,,     ,  ,0.01,,15,,30,,1% 15 NET 30,,,,,,,,,,,KEHE DISTRIBUTORS,4450 LOGISTICS DRIVE,,DALLAS,TX,75241,,,KeHE Distributors LLC,4055 Deerpark Blvd,,Elkton,FL,32033,,,,,,,,,,,,,,,,,,,,,7413.5,2394.9,Pound,,,,,,,,,,,,,,,,,,,,,,,,,,850,,,,,,,,,,,,
3218278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,Allowance,Cooperative Advertising/Merchandising Allowance (Performance),151.3,2.0,,,CONNECT BI ALLOWANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acceptance of KeHE's Purchase Order is limited to the terms contained in thisPurchase Order KeHE's Vendor Policies & Procedures and any executed amendmentsor addendums thereto and any updates by KeHE on the KeHE Vendor Portal.Terms on Supplier's form or order acknowledgement are hereby expressly objectedto and rejected and shall be deemed null and void unless expressly agreed toin writing by authorized representatives of KeHE and Supplier.Performance by Supplier shall constitute acceptance of KeHE's Purchase OrderKeHE's Vendor Policies & Procedures and any executed amendments or addendumsthereto and any updates by KeHE on the KeHE Vendor Portal.,,,,,,,,,,
3218278,,,,,,,,,,,,1,24.0,Case,13.5,00110368,728119098687,17-041-1,,BRUSCHETTA ARTICHOKE,,,,,6,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728119098684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,2,6.0,Case,20.0,02313478,728119515061,12-006-2,,DATES MLK CHOC ALMD STFD,,,,,8,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728119515068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,3,80.0,Case,12.6,00308376,728119472005,8-400-1,,FARRO MEAL GRLD VEG  HERB,,,,,6,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728119472002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,Allowance,Discount,100.8,10.0,,,PERCENTAGE BASED DISCOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,4,80.0,Case,12.6,00308378,728119472029,8-400-3,,FARRO ML ARTKE LMN RST GC,,,,,6,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728119472026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,Allowance,Discount,100.8,10.0,,,PERCENTAGE BASED DISCOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,5,49.0,Case,14.4,02207887,728119516310,8-501,,MEAL JACKFRT SWT BBQ PRK,,,,,6,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728119516317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,6,90.0,Case,14.4,02302575,728119515917,17-202,,MEAL PASTA PRIMAVERA HOP,,,,,6,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728119515914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,Allowance,Discount,129.6,10.0,,,PERCENTAGE BASED DISCOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,7,100.0,Case,12.6,00129178,728119400008,8-200-1,,QUINOA MEAL ARTCHK & RDST,,,,,6,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10728119400005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,Allowance,Discount,126.0,10.0,,,PERCENTAGE BASED DISCOUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,
