Source,RawKeyValue,RawKeyType,MappedItemNumber,Vendor,MappedDescription,Priority,Active,Notes
kehe,129176.0,vendor_item,8-200-4,KEHE,K&L Quinoa RTE Meal- Basil Pesto 6/7.9oz,100,True,Migrated from CSV
kehe,308376.0,vendor_item,8-400-1,KEHE,K&L Farro RTE Meal- Grilled Vegetables 6/7.9oz,100,True,Migrated from CSV
kehe,308378.0,vendor_item,8-400-3,KEHE,"K&L Farro RTE Meal- Artichoke, Lemon & Garlic 6/7.9oz",100,True,Migrated from CSV
kehe,353455.0,vendor_item,13-001-1,KEHE,K&L Strawberry Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,353454.0,vendor_item,13-001-3,KEHE,K&L Apricot Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,353451.0,vendor_item,13-001-9,KEHE,K&L Fig Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,353453.0,vendor_item,13-001-4,KEHE,K&L Sour Cherry Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,353452.0,vendor_item,13-001-10,KEHE,K&L Lingonberry Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,373816.0,vendor_item,13-003-1,KEHE,K&L Strawberry & Honey Sweetened Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,373818.0,vendor_item,13-003-3,KEHE,K&L Apricot & Honey Sweetened Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,373822.0,vendor_item,13-003-4,KEHE,K&L Fig & Honey Sweetened Preserves 6/12.3oz,100,True,Migrated from CSV
kehe,373823.0,vendor_item,13-003-5,KEHE,K&L Sour Cherry & Honey Sweetened Preserve 6/12.3oz,100,True,Migrated from CSV
kehe,334671.0,vendor_item,8-440,KEHE,K&L Farro RTE Meal Shipper 48/7.9oz,100,True,Migrated from CSV
kehe,334681.0,vendor_item,8-220,KEHE,K&L Quinoa RTE Meal Shipper 48/7.9oz,100,True,Migrated from CSV
kehe,380892.0,vendor_item,8-291,KEHE,K&L RTE Bi-Color (Red & White) Quinoa 2Pk 6/10.6oz,100,True,Migrated from CSV
kehe,380746.0,vendor_item,8-700-1,KEHE,K&L Tuna Meal Mastercase- 4 Bean Medley 6/8/6oz,100,True,Migrated from CSV
kehe,380747.0,vendor_item,8-700-2,KEHE,K&L Tuna Meal Mastercase- Quinoa & Chickpea 6/8/6oz,100,True,Migrated from CSV
kehe,398971.0,vendor_item,12-006-1,KEHE,K&L Dark Choc Almond Stuffed Dates 8/3.5oz,100,True,Migrated from CSV
kehe,2313478.0,vendor_item,12-006-2,KEHE,K&L Milk Choc Almond Stuffed Dates 8/3.5oz,100,True,Migrated from CSV
kehe,2313604.0,vendor_item,12-006-3,KEHE,K&L Assorted (Milk/Dark/White) Choc Almond Stuffed Dates 8/3.5oz,100,True,Migrated from CSV
kehe,380885.0,vendor_item,8-901,KEHE,K&L RTH Basmati Rice 6/8oz,100,True,Migrated from CSV
kehe,380875.0,vendor_item,8-902,KEHE,K&L RTH Golden Vegetable Rice 6/8oz,100,True,Migrated from CSV
kehe,380872.0,vendor_item,8-903,KEHE,K&L RTH Seven Grain Medley 6/8oz,100,True,Migrated from CSV
kehe,380887.0,vendor_item,8-904,KEHE,K&L RTH Spanish Style Quinoa Medley 6/8oz,100,True,Migrated from CSV
kehe,380878.0,vendor_item,8-905,KEHE,K&L RTH Vegetable Quinoa Medley 6/8oz,100,True,Migrated from CSV
kehe,380864.0,vendor_item,8-906,KEHE,K&L RTE Tabbouleh Quinoa Medley 6/8oz,100,True,Migrated from CSV
kehe,380894.0,vendor_item,8-907,KEHE,K&L RTE Riced Cauliflower 6/8oz,100,True,Migrated from CSV
kehe,2509069.0,vendor_item,12-300-2,KEHE,K&L Sweet Nests - Almond & Dark Chocolate 8/3.5oz,100,True,Migrated from CSV
kehe,2509054.0,vendor_item,12-300-3,KEHE,K&L Sweet Nests - Cashew & Date 8/3.5oz,100,True,Migrated from CSV
kehe,2509070.0,vendor_item,12-300-1,KEHE,K&L Sweet Nests - Pistachio & Date 8/3.5oz,100,True,Migrated from CSV
kehe,2302575.0,vendor_item,17-202,KEHE,K&L Hearts Of Palm Pasta Primavera 6/8oz,100,True,Migrated from CSV
kehe,2302579.0,vendor_item,17-203,KEHE,K&L Hearts Of Palm Veggie Stir-Fry 6/8oz,100,True,Migrated from CSV
kehe,2411605.0,vendor_item,17-204,KEHE,K&L RTE Riced Broccoli 6/8oz,100,True,Migrated from CSV
kehe,2302580.0,vendor_item,17-201,KEHE,K&L Hearts Of Palm Linguine Pasta 6/8oz,100,True,Migrated from CSV
kehe,2207885.0,vendor_item,8-500,KEHE,K&L Org Pulled Jackfruit- Lightly Seasoned 6/8oz,100,True,Migrated from CSV
kehe,2207887.0,vendor_item,8-501,KEHE,K&L Org Pulled Jackfruit- Sweet BBQ 6/8oz,100,True,Migrated from CSV
kehe,2207888.0,vendor_item,8-502,KEHE,K&L Org Jackfruit Chunky Chili 6/8oz,100,True,Migrated from CSV
kehe,2207890.0,vendor_item,8-503,KEHE,K&L Org Jackfruit Hearty Stew 6/8oz,100,True,Migrated from CSV
kehe,2422115.0,vendor_item,12-600-3,KEHE,K&L Shipper - Assorted (3 Variety) Choc covered Almond stuffed Dates 54/3.5oz,100,True,Migrated from CSV
kehe,2422119.0,vendor_item,12-600-1,KEHE,K&L Shipper - Dark Choc Almond Stuffed Dates 54/3.5oz,100,True,Migrated from CSV
kehe,2422137.0,vendor_item,8-920-1,KEHE,K&L Shipper - Organic Riced Cauliflower 54/8oz,100,True,Migrated from CSV
kehe,2422128.0,vendor_item,8-920-2,KEHE,K&L Shipper - Riced Cauliflower & Broccoli 54/8oz,100,True,Migrated from CSV
kehe,2422131.0,vendor_item,8-500-1,KEHE,K&L Shipper- RTH Org Jackfruit Assorted 54/8oz,100,True,Migrated from CSV
kehe,2422133.0,vendor_item,17-200-1,KEHE,K&L Shipper - RTH Hearts of Palm Pasta & Rice 45/8oz,100,True,Migrated from CSV
kehe,2422500.0,vendor_item,8-900-1,KEHE,K&L Shipper - RTH Grain Pouches (3 Variety) 54/8oz,100,True,Migrated from CSV
kehe,2422504.0,vendor_item,8-900-2,KEHE,K&L Shipper - RTH Grain Pouches (6 Variety) 54/8oz,100,True,Migrated from CSV
kehe,2509071.0,vendor_item,12-310-1,KEHE,K&L Shipper - Sweet Nests (3 Variety) 36/3.5oz,100,True,Migrated from CSV
